абажур	lampshade
кладбище	cemetery
кладка	laying
кладовая	pantry
кладовая	store­room
кладовщик	storekeeper
кланяться	bow
кланяться	greet
кланяться	send one's regards
кланяться	humbly beg
клапан	valve
кларнет	clarinet
класс	class
класс	class
класс	class
класс	form
класс	grade
класс	class­room
классик	classic
классификация	classification
классифицировать	classify
классифицировать	class
классический	classical
класть	put
класть	place
клевать	peck
клевать	bite
клевер	clover
клевета	slander
клевета	libel
клевета	calumny
клеветать	slander
клеветать	calumniate
клеветник	slanderer
клеветник	calumniator
клеветнический	slanderous
клеветнический	calumnious
клеёнка	oil­cloth
клеить	glue
клеить	paste
клеиться	stick
клей	glue
клей	paste
клейкий	sticky
клеймить	brand
клеймить	stigmatize
клеймо	brand
клён	maple
клепать	rivet
клетка	cage
клетка	check
клетка	cell
клеточка	cell
клетчатка	cellular tissue
клетчатый	checkered
клешня	claw
клешня	nipper
клещи	pincers
клиент	client
